
@relation p2

@attribute A1 REAL
@attribute A2 REAL
@attribute Class {0, 1}

@data
0.6197657815952766,0.41920089773002267,0
0.794551511170681,0.4261487873812356,0
0.16356784553191772,0.6147009258342006,0
0.7791991637689029,0.6016264200760235,0
0.7808241479629675,0.5499196760657556,0
0.9471423968700431,0.46411561026871184,0
0.16058684711796534,0.5455487673697114,0
0.23349821820086003,0.9707909562722211,0
0.08711698313761052,0.9290153876292695,0
0.9502343418507166,0.9055480030631051,0
0.22554778587853852,0.45868224895238263,0
0.8501315553346218,0.241187850797285,0
0.3635064972353623,0.7562992439879611,0
0.1392152715759052,0.13784176207174792,0
0.21246082824043433,0.22597651777364014,0
0.12866445896522005,0.24849741040223805,0
0.4324704632933174,0.37765162854688594,0
0.10800557159033553,0.4782519040691464,0
0.9185585592865362,0.8939720095612959,0
0.2952486325272822,0.9738261684378402,0
0.22540908480848387,0.20635156475862682,0
0.2897405034697933,0.40306530851561306,0
0.4080700079033258,0.9962884980882867,0
0.0545011779214396,0.5406681974947936,0
0.2469266014384548,0.25967931315210424,0
0.16429299140945586,0.8908005672825842,0
0.20012395189789656,0.511020423804777,0
0.29942114808925435,0.5127809516467219,0
0.7213023316854523,0.3462923033633154,0
0.7530601736277382,0.616136499891789,0
0.9271596572938721,0.43319317217999453,0
0.04728324801538775,0.9503367891971076,0
0.5056003884315552,0.3774132672245655,0
0.7043853357362663,0.36395816811554904,0
0.9604792840300532,0.9445622362156497,0
0.8349760408899568,0.23682199104279034,0
0.7439041959560515,0.20313336187411402,0
0.2360434447401213,0.8038186741727827,0
0.044642260257722444,0.4403011477600859,0
0.9380281817525238,0.9732998133476473,0
0.7222423121125825,0.3428766546528993,0
0.23198343563756552,0.25229499372578046,0
0.32830985180726524,0.9313268541461525,0
0.07382774655431346,0.5329726146026634,0
0.7093990859336823,0.572589095883259,0
0.9553548021761132,0.8139111820861552,0
0.29355636280108977,0.7995525639153027,0
0.2615020021076634,0.7458741930938838,0
0.3395525471387112,0.4041418981310062,0
0.488614295674102,0.31317005201918136,0
0.42268015750345445,0.41425110964805556,0
0.16200217947514362,0.8416039128821226,0
0.8919747309893241,0.4710067541525892,0
0.7786214740949574,0.49746764731179727,0
0.411311725032797,0.40073216325423744,0
0.28883066853667494,0.3100432607810556,0
0.3463726440546294,0.9160015395300688,0
0.7035174214320106,0.35026190065706875,0
0.09139181284428866,0.8067903904510602,0
0.9814690330920622,0.1990811519229151,0
0.042358603097381264,0.40295516598056713,0
0.23976625328876888,0.1751842024294682,0
0.9652019240895319,0.4193491307478996,0
0.0889082970112901,0.8600197312564811,0
0.20518976305569747,0.5860139517836097,0
0.09285282074733725,0.5865288314141915,0
0.3161752981117819,0.28635744614747927,0
0.6775170000924481,0.5033600561098197,0
0.026087653716180492,0.41469872443011435,0
0.8946829274338635,0.38070440721321297,0
0.26425497237687845,0.2564255849880822,0
0.26334413072526697,0.19563727634173056,0
0.22683873627942575,0.7725770882899388,0
0.4662392802834838,0.47029264000032855,0
0.9795668922188506,0.8839428608763339,0
0.3305028324955078,0.9620355598199881,0
0.7915015201074564,0.6133197471759806,0
0.8612328897339021,0.2937242938735657,0
0.3269405416808149,0.9910590380377172,0
0.7752006202128873,0.2640790204888097,0
0.899224529081477,0.35021993746850255,0
0.6629153649923828,0.5501053486992369,0
0.8253740360096082,0.5361689341022138,0
0.2609499391682927,0.5859032431067297,0
0.4075413877703946,0.9422251928196611,0
0.09407951974426765,0.5599020527409924,0
0.8290133165637533,0.9503710166414219,0
0.6779598771730345,0.47936417482770843,0
0.9030994989851159,0.3526725744153508,0
0.17190792396955556,0.11650898598326309,0
0.1287443860927059,0.6903680190527421,0
0.7340575614634633,0.23980315188146095,0
0.25297086800913093,0.15437215150751127,0
0.6310174573483581,0.4493806954853473,0
0.20111888559219893,0.5793218483856439,0
0.8568781282505398,0.24823737697047255,0
0.609195109253605,0.4085316294715511,0
0.9885891908282994,0.3361549128551683,0
0.2882391705300442,0.6693449385726433,0
0.8513392841067379,0.3707489393208945,0
0.0819997890068147,0.2799578336625683,0
0.07114375616588098,0.2686964205604352,0
0.5401885274935331,0.47188688308812,0
0.2776896009297135,0.3620011995653676,0
0.07824711034546883,0.40111631354790733,0
0.8711899886226516,0.43695167853935624,0
0.3705620608821605,0.9929251473656021,0
0.9920861522992523,0.07650535327342545,0
0.3916622723898714,0.7014312221773481,0
0.0041314912626279066,0.810203605151744,0
0.7989330716068643,0.20062339365903303,0
0.6637019903303498,0.532477653370032,0
0.22551457460193836,0.8345242646049927,0
0.8293260579828499,0.3287706060742922,0
0.08507045450528916,0.5342587636897416,0
0.9725149614927889,0.06352536801017339,0
0.9202972268162738,0.25700426804190657,0
0.2766622527173366,0.2905577666349527,0
0.12957761750971264,0.4327383329967821,0
0.10630543990121788,0.5224996403034706,0
0.4757614942693795,0.9464453126465356,0
0.4295299702216906,0.9004963131237484,0
0.7499865196832219,0.35949333380451587,0
0.515326746775584,0.39301373321447364,0
0.5520573060003114,0.37968436306284115,0
0.405893650281955,0.9600382982361994,0
0.6522549276101178,0.5073772814803947,0
0.7091432774721157,0.46143983058757987,0
0.6998064979688917,0.5757850810171223,0
0.10585321760783306,0.48333356471968925,0
0.769119320469457,0.6069967766120886,0
0.9157317602385652,0.4596415536697944,0
0.3417351209313766,0.7814283795578776,0
0.16297680649451307,0.5433924945669443,0
0.4833280446468645,0.5028014077948106,0
0.9187874639582096,0.15840587566415487,0
0.7114935042140766,0.3822278540159446,0
0.12884341991271164,0.4255751276831816,0
0.1747720906746807,0.611785254010498,0
0.7089988809682815,0.6233595274025782,0
0.49789992249807913,0.4246531727870444,0
0.2758668102081817,0.7221590520144017,0
0.7018117595809276,0.5848537424682931,0
0.5373917203775906,0.3616315199188239,0
0.2827160587131661,0.39660862905809424,0
0.41557928056124116,0.5357030823944825,0
0.47253247025619094,0.41761937239673075,0
0.701733487801901,0.5129301218014144,0
0.883824141057101,0.924891167618747,0
0.8429188663454249,0.913666764296053,0
0.49496685616957325,0.33452991551733724,0
0.8885005733572684,0.9640057803293146,0
0.8166385754623497,0.2682633894077615,0
0.2641299179329365,0.8304643989922438,0
0.1180463120673978,0.4333435517736861,0
0.8101810037090204,0.5905757576800168,0
0.9818409251185801,0.9721571565828122,0
0.9981755854473002,0.2630076428007543,0
0.9292352590246996,0.3598994134883744,0
0.7813712055259382,0.4861060755955592,0
0.25992227333208107,0.3116784879993345,0
0.17471427022481878,0.18394959669781752,0
0.9749855959000756,0.373808670585289,0
0.46431973016255657,0.3173711945910833,0
0.8177451144422268,0.484892170172856,0
0.9961285783609012,0.816791084844794,0
0.0919702088077371,0.6033569505994,0
0.2631614006701949,0.261042771704729,0
0.375421630535103,0.7220452344715689,0
0.31020362098112897,0.4259157290810631,0
0.30462016476385745,0.35684923577969196,0
0.142724182825545,0.20078389017613374,0
0.613064403441977,0.42124528298966335,0
0.2221037855392518,0.45433210651746836,0
0.6432571490225893,0.49987520829871057,0
